MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,11,TET33,5
MEG_2857|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,11,SOXS,5
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,11,AMPH,5
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,11,ASR,5
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,11,GADC,5
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,11,DHFR,5
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,11,ZUR,5
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,11,SILF,5
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,11,PSTC,5
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11,FABI,5
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,11,TET44,5
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,11,YGJH,5
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,11,FABG,5
MEG_1175|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,11,ZNTA,5
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11,LNUB,5
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,11,CHAA,5
MEG_3019|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,10,SILB,5
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,10,MEFB,5
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,10,COMR,5
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,10,MDTI,5
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,10,CFRA,5
MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,10,SODB,5
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,10,MODA,5
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,10,RCNR,5
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,10,MDFA,4
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,10,ZRAR,4
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,10,SUGE,4
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,10,BACA,4
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,9,MDTH,4
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,9,YDEI,4
MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB,9,HDEA,4
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,9,ERMT,4
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,9,ZRAS,4
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,9,FETA,4
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,9,MDTN,4
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,8,RCNB,4
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,8,VATA,4
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,8,P16S,4
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,8,CUER,3
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,8,VANHD,3
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,8,CUTA,3
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,8,TETT,3
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,8,CUTC,3
MEG_5377|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,8,SODA,3
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,8,BHSA,3
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,8,RPSA,3
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,8,RPH,3
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,8,TET40,3
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,8,CRP,3
MEG_2912|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,8,BCL,3
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,7,TET32,2
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,7,ICLR,2
MEG_8427|Drugs|betalactams|Class_D_betalactamases|OXA,7,PAREF,2
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,7,ZNTR,2
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,7,ZINT,2
MEG_7079|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,7,VGA,2
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,7,CLBA,2
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,7,SULIII,2
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,7,COPC,2
MEG_1303|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,7,HNS,2
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,7,FOSK,2
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,7,COPR,2
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,7,PCOS,2
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,7,TETH,2
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,7,LSAB,2
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,7,PBP2,2
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,7,ERED,2
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,7,DSBA,2
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,7,VGAD,2
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,7,NIKE,2
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,6,HDEB,2
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,6,QACL,2
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,6,OMPK36,2
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6,ARSCM,2
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6,QACEDELTA1,2
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,6,MDTJ,2
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,6,COPS,2
MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,6,RPOS,2
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,6,CLBC,2
MEG_6554|Drugs|betalactams|Class_B_betalactamases|SPM,6,ARSR,2
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,6,MNTP,1
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,6,TERW,1
MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,6,MERR,1
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,6,MVRC,1
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,6,BCR,1
MEG_8161|Drugs|betalactams|Class_B_betalactamases|IMP,6,MERP,1
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,6,SMDB,1
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,6,PCOE,1
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,6,MSRE,1
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,6,NHAA,1
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,5,MERT,1
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,5,SDEB,1
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,5,IBPB,1
MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM,5,FUSE,1
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,5,GLPT,1
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,5,IBPA,1
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,5,ACN,1
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,5,YJAA,1
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,5,ADEI,1
MEG_3357|Drugs|betalactams|Class_B_betalactamases|IMP,5,ADEK,1
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,5,MDTK,1
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,5,CORB,1
MEG_1472|Drugs|betalactams|Class_D_betalactamases|BPU,5
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,5
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,5
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,5
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,5
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,5
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,5
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,5
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,5
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,5
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,5
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,5
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,5
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,5
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,5
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,5
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,5
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB,5
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,5
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,5
MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,5
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,5
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,5
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,5
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,5
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,4
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,4
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,4
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,4
MEG_2902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,4
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,4
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,4
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,4
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,4
MEG_6975|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,4
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,4
MEG_6090|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,4
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4
MEG_1289|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,4
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,4
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,4
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,4
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,4
MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,4
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,4
MEG_7620|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATA,4
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,4
MEG_4998|Drugs|betalactams|Class_D_betalactamases|OXA,3
MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM,3
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,3
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,3
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,3
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,3
MEG_5349|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,3
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,3
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,3
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,3
MEG_3327|Drugs|betalactams|Class_B_betalactamases|IMP,3
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,3
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,3
MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,3
MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3
MEG_8148|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,3
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3
MEG_1560|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,3
MEG_1208|Drugs|betalactams|Class_A_betalactamases|BCL,3
MEG_7078|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,3
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,3
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,3
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,3
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,2
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,2
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2
MEG_6116|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,2
MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,2
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,2
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,2
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,2
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,2
MEG_2049|Metals|Copper_resistance|Copper_resistance_protein|COPC,2
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,2
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,2
MEG_3023|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSK,2
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2
MEG_7077|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,2
MEG_2074|Metals|Copper_resistance|Copper_resistance_regulator|COPR,2
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,2
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,2
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2
MEG_3646|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAB,2
MEG_3020|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,2
MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,2
MEG_2754|Drugs|MLS|Macrolide_esterases|ERED,2
MEG_3219|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2
MEG_8717|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,2
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,2
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,2
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2
MEG_7689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD,2
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,2
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,2
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2
MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,2
MEG_921|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2
MEG_3791|Drugs|betalactams|Penicillin_binding_protein|MECA,2
MEG_3369|Drugs|betalactams|Class_B_betalactamases|IMP,2
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,2
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,2
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,2
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,2
MEG_2078|Metals|Copper_resistance|Copper_resistance_regulator|COPS,2
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,2
MEG_1728|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBC,2
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,2
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2
MEG_4808|Drugs|betalactams|Class_D_betalactamases|OXA,2
MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,1
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,1
MEG_7429|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,1
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,1
MEG_7244|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,1
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,1
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1
MEG_2770|Drugs|MLS|23S_rRNA_methyltransferases|ERM,1
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,1
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,1
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1
MEG_6520|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB,1
MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,1
MEG_4679|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1
MEG_2922|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,1
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,1
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1
MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1
MEG_6158|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,1
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,1
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,1
MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB,1
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,1
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,1
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,1
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,1
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,1
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,1
MEG_4997|Drugs|betalactams|Class_D_betalactamases|OXA,1
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,1
MEG_5852|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,1
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1
MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,1
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,1
