MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,112,ARSBM,49
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,111,MDTN,49
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,111,RPOCL,48
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,110,SOXS,48
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,110,ARIR,47
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,109,YCHH,46
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,109,PBP4B,45
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,109,ARSR,45
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,108,MEFC,44
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,108,YODB,43
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,108,ERMT,43
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,108,FUSA,42
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,107,GLPT,42
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,107,DSBA,41
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,106,TETS,41
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,105,COPA,41
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,104,CORC,41
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,104,NIKA,41
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,104,CUER,40
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,103,MPHB,40
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,103,MNTR,39
MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,102,GYRBA,39
MEG_8260|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,101,LNUG,38
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,100,BACA,38
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,99,CUTF,38
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,99,YDEI,37
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,99,LNUB,37
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,98,MDTB,36
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,98,UGD,35
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,98,COMR,32
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,97,PAREF,32
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,96,BLE,32
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,95,CHAA,31
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,95,MVRC,31
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,94,ARSCM,30
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,93,OMPA,30
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,92,OMPK36,30
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,92,AMPC,30
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,90,ZNTA,30
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,90,EREB,29
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,90,MPHG,28
MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,89,ICLR,27
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,88,TCRZ,27
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,88,SODB,27
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,88,SULII,26
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,87,TCRY,26
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,87,YGJH,26
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,87,BCR,26
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,85,MDTM,26
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,83,NIKB,25
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,83,TETRM,22
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,82,KPN,21
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,82,DPR,21
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,81,ASMA,19
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,81,P16S,19
MEG_3740|Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation,79,COPBM,17
MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,78,FEXA,16
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,78,VGA,15
MEG_2754|Drugs|MLS|Macrolide_esterases|ERED,77,ADEJ,14
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,77,LNUF,14
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,77,ERMQ,14
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,77,YJAA,14
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,77,BHSA,14
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,77,BRP,14
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,77,LNUP,12
MEG_7241|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,76,SILB,10
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,76,UHPT,10
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,76,SILA,9
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,76,ARSC,9
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,75,KPNO,9
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,75,NIKC,8
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,75,CORB,8
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,74,KDPE,8
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,74,TETD,7
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,74,SALA,7
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,73,ARSA,7
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,73,BLAI,6
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,72,QNRVC,6
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,72,PCOD,6
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,72,FECE,6
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,72,PCOR,6
MEG_8679|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|RRL|RequiresSNPConfirmation,71,PCOB,5
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,71,SILS,5
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,70,SILF,5
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,69,PCOC,5
MEG_8718|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,69,GYRB,5
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,69,TETY,5
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,68,SILC,5
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,68,CLBC,4
MEG_8244|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,68,SILP,4
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,67,MCO,4
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,66,PH23S,4
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,66,OMP36,4
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,65,PCOS,4
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,64,AAC6-PRIME,3
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,64,ADEI,3
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,64,ACI,3
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,64,CATA,3
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,64,NIKR,3
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,64,FABV,3
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,63,QACEDELTA1,3
MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,62,ACT,2
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,62,PCOE,2
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,62,VANC,2
MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,61,ROB,2
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,61,TEM,2
MEG_8245|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,60,VANXYC,2
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,60,EATAV,2
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,59,ARSRM,2
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,58,MCA,2
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,58,FECD,1
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,57,VMEP,1
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,56,RPSA,1
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,56,QNRA,1
MEG_1617|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,55,APH3-PRIME,1
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,55,ERM52,1
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,55,VANTC,1
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,55,VANRC,1
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,54,OXYRKP,1
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,54
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,53
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,52
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,52
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,52
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,52
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,51
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,51
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,50
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,50
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,49
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,49
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,49
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,48
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,48
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,48
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,47
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,47
MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,46
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,46
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,46
MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,46
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,46
MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,46
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,46
MEG_2830|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,46
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,46
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,45
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,45
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,45
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,45
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,44
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,44
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,43
MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,43
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,42
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,42
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,42
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,42
MEG_7244|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,41
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,41
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,41
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,41
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,41
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,41
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,40
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,40
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,40
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,39
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,39
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,39
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,39
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,38
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,38
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,38
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,38
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,37
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,37
MEG_3807|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,37
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,37
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,37
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,37
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,36
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,36
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,36
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,35
MEG_2784|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,35
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,34
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,34
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,34
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,34
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,34
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,33
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,33
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,33
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,32
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,32
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,32
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,32
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,32
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,31
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,31
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,31
MEG_8259|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,31
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,30
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,30
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,30
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,30
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,30
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,30
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,30
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,30
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,28
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,28
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,28
MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,28
MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,27
MEG_2753|Drugs|MLS|Macrolide_esterases|EREB,27
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,27
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,27
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,27
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,27
MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,27
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,27
MEG_2756|Drugs|MLS|23S_rRNA_methyltransferases|ERM,26
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,26
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,26
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,26
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,26
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,26
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,26
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,26
MEG_2821|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,25
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,25
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,25
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,24
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,24
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,24
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,24
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,23
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,23
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,22
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,22
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,22
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,21
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,21
MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,21
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,20
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,20
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,20
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,20
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,20
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,19
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,19
MEG_2857|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,19
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,19
MEG_3821|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,19
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,19
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,18
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,18
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,18
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,18
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,18
